Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity
10865,5,119,Facial,Loved it!,4/16/2024
10866,8,231,Wellness Package,Will come again,1/10/2024
10867,4,402,Body Scrub,Staff was friendly,2/8/2024
10868,8,313,Massage,Great experience,2/27/2024
10869,10,419,Wellness Package,Staff was friendly,3/11/2024
10870,14,230,Massage,Not satisfied,2/11/2024
10871,2,54,Massage,Staff was friendly,2/14/2024
10872,9,246,Body Scrub,Highly recommend,4/8/2024
10873,13,96,Body Scrub,Staff was friendly,1/28/2024
10874,9,89,Hair Spa,Average service,3/29/2024
10875,14,171,Massage,Could be better,4/1/2024
10876,10,184,Wellness Package,Great experience,3/13/2024
10877,10,189,Body Scrub,Loved it!,1/5/2024
10878,13,399,Wellness Package,Staff was friendly,2/26/2024
10879,6,202,Massage,Highly recommend,3/20/2024
10880,4,77,Body Scrub,Great experience,1/29/2024
10881,4,476,Hair Spa,Too expensive,4/16/2024
10882,13,126,Massage,Will come again,2/24/2024
10883,6,224,Wellness Package,Great experience,1/23/2024
10884,5,98,Hair Spa,Will come again,2/26/2024
10885,6,391,Massage,Will come again,1/18/2024
10886,7,359,Body Scrub,Great experience,1/26/2024
10887,7,323,Massage,Great experience,4/20/2024
10888,9,76,Facial,Could be better,1/5/2024
10889,8,377,Wellness Package,Highly recommend,1/8/2024
10890,13,439,Body Scrub,Staff was friendly,4/13/2024
10891,6,270,Body Scrub,Loved it!,1/19/2024
10892,12,171,Facial,Not satisfied,4/10/2024
10893,6,410,Hair Spa,Too expensive,1/28/2024
10894,14,118,Body Scrub,Highly recommend,3/8/2024
10895,5,120,Hair Spa,Average service,3/24/2024
10896,1,199,Hair Spa,Not satisfied,2/19/2024
10897,9,236,Hair Spa,Loved it!,3/26/2024
10898,9,480,Massage,Great experience,3/16/2024
10899,9,422,Facial,Highly recommend,3/5/2024
10900,11,295,Wellness Package,Too expensive,1/8/2024
10901,8,245,Facial,Not satisfied,2/29/2024
10902,13,81,Body Scrub,Not satisfied,2/27/2024
10903,10,158,Facial,Highly recommend,4/14/2024
10904,13,402,Wellness Package,Great experience,1/27/2024
10905,3,50,Massage,Great experience,3/25/2024
10906,1,231,Body Scrub,Staff was friendly,4/18/2024
10907,11,223,Massage,Excellent!,4/27/2024
10908,12,218,Body Scrub,Will come again,2/2/2024
10909,12,297,Wellness Package,Could be better,4/11/2024
10910,8,157,Massage,Will come again,4/6/2024
10911,7,419,Wellness Package,Too expensive,2/15/2024
10912,13,346,Wellness Package,Highly recommend,2/6/2024
10913,5,313,Facial,Average service,4/18/2024
10914,10,465,Body Scrub,Loved it!,3/9/2024
10915,7,79,Hair Spa,Staff was friendly,1/15/2024
10916,10,351,Hair Spa,Will come again,4/3/2024
10917,4,410,Massage,Average service,3/7/2024
10918,9,485,Wellness Package,Great experience,1/28/2024
10919,11,401,Facial,Excellent!,3/3/2024
10920,10,366,Body Scrub,Great experience,4/3/2024
10921,14,274,Massage,Staff was friendly,4/9/2024
10922,2,446,Wellness Package,Staff was friendly,1/3/2024
10923,9,138,Hair Spa,Highly recommend,2/21/2024
10924,9,283,Hair Spa,Could be better,2/13/2024
10925,5,217,Body Scrub,Highly recommend,2/29/2024
10926,11,280,Body Scrub,Excellent!,2/27/2024
10927,1,175,Body Scrub,Staff was friendly,4/4/2024
10928,7,110,Massage,Will come again,1/14/2024
10929,10,169,Body Scrub,Could be better,1/6/2024
10930,10,477,Massage,Could be better,1/19/2024
10931,4,239,Facial,Loved it!,3/2/2024
10932,9,170,Wellness Package,Loved it!,1/5/2024
10933,6,477,Hair Spa,Highly recommend,4/28/2024
10934,13,97,Massage,Will come again,2/18/2024
10935,3,251,Wellness Package,Highly recommend,2/20/2024
10936,6,108,Body Scrub,Highly recommend,4/27/2024
10937,13,234,Hair Spa,Not satisfied,1/26/2024
10938,10,272,Massage,Staff was friendly,4/23/2024
10939,6,60,Body Scrub,Loved it!,2/25/2024
10940,5,330,Wellness Package,Not satisfied,4/28/2024
10941,2,238,Facial,Not satisfied,4/17/2024
10942,10,351,Wellness Package,Staff was friendly,1/18/2024
10943,10,359,Massage,Will come again,4/10/2024
10944,2,286,Facial,Not satisfied,2/14/2024
10945,7,83,Facial,Staff was friendly,4/9/2024
10946,2,389,Body Scrub,Highly recommend,4/4/2024
10947,12,184,Wellness Package,Excellent!,3/22/2024
10948,6,111,Massage,Will come again,4/25/2024
10949,5,362,Facial,Could be better,1/9/2024
10950,4,276,Body Scrub,Average service,3/30/2024
10951,7,142,Facial,Not satisfied,1/2/2024
10952,8,165,Wellness Package,Not satisfied,4/5/2024
10953,4,381,Hair Spa,Loved it!,2/11/2024
10954,1,182,Massage,Average service,4/18/2024
10955,1,381,Hair Spa,Highly recommend,3/10/2024
10956,1,468,Wellness Package,Highly recommend,3/24/2024
10957,11,342,Hair Spa,Loved it!,3/12/2024
10958,1,493,Wellness Package,Will come again,4/18/2024
10959,5,242,Wellness Package,Could be better,3/8/2024
10960,4,449,Body Scrub,Highly recommend,3/29/2024
10961,13,79,Hair Spa,Will come again,1/31/2024
10962,14,347,Facial,Could be better,1/19/2024
10963,9,110,Wellness Package,Highly recommend,3/11/2024
10964,3,353,Hair Spa,Could be better,2/16/2024
10965,14,495,Facial,Too expensive,2/6/2024
10966,7,389,Massage,Highly recommend,4/3/2024
10967,11,398,Facial,Not satisfied,3/31/2024
10968,8,497,Hair Spa,Will come again,3/21/2024
10969,6,490,Hair Spa,Could be better,4/5/2024
10970,12,373,Facial,Loved it!,1/19/2024
10971,13,351,Facial,Could be better,3/29/2024
10972,10,418,Wellness Package,Excellent!,4/2/2024
10973,13,77,Hair Spa,Great experience,1/25/2024
10974,1,126,Wellness Package,Not satisfied,2/22/2024
10975,8,170,Wellness Package,Average service,4/5/2024
10976,10,52,Massage,Excellent!,4/10/2024
10977,3,86,Hair Spa,Great experience,3/15/2024
10978,8,481,Wellness Package,Great experience,1/4/2024
10979,12,196,Massage,Great experience,2/15/2024
10980,4,141,Wellness Package,Staff was friendly,1/31/2024
10981,8,388,Wellness Package,Excellent!,2/5/2024
10982,11,322,Hair Spa,Staff was friendly,1/4/2024
10983,1,426,Facial,Excellent!,1/2/2024
10984,3,136,Facial,Not satisfied,2/8/2024
10985,6,89,Hair Spa,Could be better,4/24/2024
10986,9,227,Facial,Staff was friendly,4/6/2024
10987,2,378,Body Scrub,Average service,2/13/2024
10988,11,334,Facial,Too expensive,3/31/2024
10989,1,484,Wellness Package,Could be better,3/30/2024
10990,10,91,Wellness Package,Average service,1/19/2024
10991,3,334,Massage,Staff was friendly,4/17/2024
10992,4,115,Hair Spa,Average service,2/10/2024
10993,11,173,Massage,Great experience,4/12/2024
10994,5,194,Wellness Package,Will come again,4/6/2024
10995,3,169,Wellness Package,Not satisfied,2/7/2024
10996,13,158,Massage,Excellent!,3/14/2024
10997,10,464,Body Scrub,Highly recommend,3/5/2024
10998,11,141,Facial,Will come again,4/23/2024
10999,2,417,Body Scrub,Too expensive,2/4/2024
11000,2,357,Body Scrub,Excellent!,1/11/2024
11001,7,472,Body Scrub,Highly recommend,2/28/2024
11002,9,109,Body Scrub,Loved it!,3/18/2024
11003,10,399,Facial,Loved it!,3/10/2024
11004,2,276,Hair Spa,Too expensive,2/12/2024
11005,7,289,Massage,Loved it!,4/12/2024
11006,7,484,Body Scrub,Too expensive,4/13/2024
11007,11,261,Body Scrub,Loved it!,3/29/2024
11008,7,449,Massage,Highly recommend,3/27/2024
11009,3,147,Massage,Could be better,4/27/2024
11010,12,63,Hair Spa,Could be better,1/5/2024
11011,7,267,Wellness Package,Staff was friendly,1/26/2024
11012,1,219,Hair Spa,Could be better,3/22/2024
11013,10,356,Wellness Package,Not satisfied,2/1/2024
11014,1,329,Facial,Staff was friendly,2/16/2024
11015,5,412,Hair Spa,Great experience,2/25/2024
11016,2,259,Facial,Not satisfied,3/25/2024
11017,9,305,Massage,Not satisfied,3/30/2024
11018,7,220,Hair Spa,Too expensive,2/19/2024
11019,4,122,Massage,Excellent!,4/8/2024
11020,4,196,Body Scrub,Could be better,3/14/2024
11021,2,389,Massage,Could be better,2/27/2024
11022,5,366,Body Scrub,Loved it!,1/28/2024
11023,4,155,Wellness Package,Not satisfied,4/4/2024
11024,12,143,Body Scrub,Could be better,3/19/2024
11025,13,112,Wellness Package,Not satisfied,2/24/2024
11026,1,203,Body Scrub,Too expensive,2/27/2024
11027,12,304,Body Scrub,Too expensive,2/9/2024
11028,8,400,Facial,Excellent!,4/26/2024
11029,3,84,Facial,Could be better,2/27/2024
11030,14,372,Massage,Not satisfied,3/12/2024
11031,6,361,Facial,Loved it!,2/15/2024
11032,4,345,Wellness Package,Loved it!,3/14/2024
11033,9,302,Facial,Loved it!,2/14/2024
11034,7,206,Massage,Staff was friendly,1/10/2024
11035,9,183,Hair Spa,Loved it!,4/11/2024
11036,10,485,Wellness Package,Great experience,3/22/2024
11037,3,178,Hair Spa,Could be better,2/17/2024
11038,1,485,Wellness Package,Not satisfied,4/1/2024
11039,5,329,Massage,Could be better,3/2/2024
11040,3,407,Facial,Great experience,1/28/2024
11041,6,467,Hair Spa,Could be better,4/23/2024
11042,8,420,Hair Spa,Too expensive,4/29/2024
11043,11,301,Facial,Staff was friendly,1/20/2024
11044,13,184,Massage,Will come again,3/28/2024
11045,4,380,Facial,Will come again,3/10/2024
11046,5,60,Body Scrub,Highly recommend,2/10/2024
11047,5,341,Body Scrub,Excellent!,4/21/2024
11048,4,197,Body Scrub,Too expensive,4/5/2024
11049,4,368,Hair Spa,Excellent!,1/6/2024
11050,4,129,Hair Spa,Loved it!,1/11/2024
11051,4,240,Massage,Loved it!,1/30/2024
11052,4,393,Wellness Package,Will come again,1/3/2024
11053,5,79,Facial,Could be better,3/12/2024
11054,2,463,Wellness Package,Loved it!,2/2/2024
11055,2,408,Hair Spa,Excellent!,2/23/2024
11056,9,417,Facial,Not satisfied,4/20/2024
11057,2,278,Hair Spa,Too expensive,2/16/2024
11058,6,133,Massage,Staff was friendly,3/23/2024
11059,2,199,Facial,Could be better,1/10/2024
11060,5,410,Hair Spa,Highly recommend,1/19/2024
11061,4,238,Body Scrub,Highly recommend,1/9/2024
11062,12,70,Body Scrub,Will come again,1/7/2024
11063,7,86,Hair Spa,Could be better,3/1/2024
11064,7,295,Wellness Package,Will come again,1/14/2024
11065,13,332,Massage,Will come again,1/2/2024
11066,6,151,Massage,Too expensive,1/22/2024
11067,10,468,Hair Spa,Loved it!,2/29/2024
11068,5,343,Massage,Too expensive,2/14/2024
11069,1,281,Facial,Average service,1/20/2024
11070,12,365,Massage,Excellent!,1/26/2024
11071,3,375,Body Scrub,Staff was friendly,2/28/2024
11072,9,337,Hair Spa,Staff was friendly,4/28/2024
11073,14,385,Facial,Average service,3/8/2024
11074,1,460,Massage,Too expensive,2/8/2024
11075,5,294,Body Scrub,Could be better,4/27/2024
11076,2,436,Wellness Package,Excellent!,4/13/2024
11077,4,226,Massage,Not satisfied,1/23/2024
11078,14,262,Body Scrub,Great experience,3/20/2024
11079,14,407,Body Scrub,Loved it!,1/25/2024
11080,11,151,Body Scrub,Could be better,4/25/2024
11081,1,335,Body Scrub,Excellent!,3/13/2024
11082,3,71,Wellness Package,Loved it!,2/22/2024
11083,10,68,Hair Spa,Will come again,1/11/2024
11084,7,336,Body Scrub,Could be better,1/25/2024
11085,10,325,Hair Spa,Highly recommend,1/31/2024
11086,3,196,Wellness Package,Too expensive,2/15/2024
11087,4,435,Wellness Package,Excellent!,1/27/2024
11088,2,89,Facial,Staff was friendly,4/9/2024
11089,3,216,Facial,Not satisfied,3/3/2024
11090,9,140,Body Scrub,Loved it!,4/24/2024
11091,3,121,Hair Spa,Staff was friendly,2/16/2024
11092,11,414,Wellness Package,Average service,1/14/2024
11093,5,487,Massage,Average service,1/23/2024
11094,2,332,Facial,Not satisfied,1/16/2024
11095,4,384,Facial,Average service,1/20/2024
11096,12,189,Massage,Too expensive,4/26/2024
11097,13,288,Hair Spa,Average service,1/3/2024
11098,7,127,Hair Spa,Too expensive,1/6/2024
11099,14,248,Hair Spa,Average service,1/29/2024
11100,7,66,Body Scrub,Could be better,1/4/2024
11101,12,267,Body Scrub,Will come again,3/5/2024
11102,3,278,Massage,Not satisfied,4/23/2024
11103,5,389,Wellness Package,Loved it!,1/8/2024
11104,1,187,Massage,Could be better,2/17/2024
11105,10,196,Wellness Package,Loved it!,3/24/2024
11106,10,259,Massage,Great experience,1/16/2024
11107,10,207,Body Scrub,Will come again,2/16/2024
11108,11,463,Hair Spa,Excellent!,1/31/2024
11109,1,202,Facial,Excellent!,4/5/2024
11110,5,393,Massage,Average service,4/7/2024
11111,13,379,Massage,Highly recommend,1/29/2024
11112,10,432,Facial,Staff was friendly,3/16/2024
11113,9,499,Massage,Will come again,3/8/2024
11114,1,407,Hair Spa,Could be better,4/28/2024
11115,1,401,Facial,Loved it!,2/12/2024
11116,4,212,Facial,Staff was friendly,2/3/2024
11117,4,356,Hair Spa,Not satisfied,1/6/2024
11118,2,150,Hair Spa,Will come again,2/18/2024
11119,9,376,Facial,Will come again,2/29/2024
11120,14,376,Hair Spa,Not satisfied,2/20/2024
11121,9,204,Hair Spa,Staff was friendly,1/9/2024
11122,13,59,Hair Spa,Loved it!,1/5/2024
11123,13,402,Facial,Great experience,4/19/2024
11124,2,476,Massage,Not satisfied,3/4/2024
11125,14,232,Wellness Package,Not satisfied,1/16/2024
11126,9,183,Facial,Highly recommend,2/28/2024
11127,6,55,Wellness Package,Loved it!,2/25/2024
11128,8,382,Hair Spa,Great experience,3/5/2024
11129,10,481,Hair Spa,Staff was friendly,3/24/2024
11130,13,382,Massage,Excellent!,2/4/2024
11131,13,307,Hair Spa,Average service,1/10/2024
11132,4,260,Wellness Package,Loved it!,3/29/2024
11133,2,100,Facial,Great experience,2/16/2024
11134,2,494,Facial,Average service,4/28/2024
11135,9,196,Massage,Could be better,4/1/2024
11136,1,426,Wellness Package,Could be better,2/4/2024
11137,12,177,Hair Spa,Great experience,3/2/2024
11138,7,307,Body Scrub,Highly recommend,2/2/2024
11139,11,100,Massage,Average service,4/18/2024
11140,14,203,Massage,Staff was friendly,1/15/2024
11141,3,119,Body Scrub,Great experience,3/25/2024
11142,3,325,Facial,Staff was friendly,4/15/2024
11143,2,328,Facial,Loved it!,2/4/2024
11144,14,359,Facial,Staff was friendly,4/23/2024
11145,10,448,Body Scrub,Too expensive,4/24/2024
11146,6,183,Hair Spa,Will come again,4/26/2024
11147,13,269,Hair Spa,Too expensive,4/10/2024
11148,10,212,Wellness Package,Highly recommend,1/10/2024
11149,2,185,Wellness Package,Great experience,4/29/2024
11150,10,106,Facial,Excellent!,3/20/2024
11151,4,483,Body Scrub,Will come again,1/20/2024
11152,10,226,Massage,Could be better,4/23/2024
11153,9,164,Hair Spa,Great experience,1/8/2024
11154,9,198,Body Scrub,Loved it!,4/18/2024
11155,6,290,Wellness Package,Highly recommend,4/4/2024
11156,13,172,Hair Spa,Great experience,1/8/2024
11157,4,341,Hair Spa,Highly recommend,1/13/2024
11158,7,376,Body Scrub,Staff was friendly,3/28/2024
11159,14,118,Wellness Package,Staff was friendly,3/16/2024
11160,1,363,Body Scrub,Loved it!,4/18/2024
11161,12,112,Massage,Staff was friendly,2/28/2024
11162,4,270,Hair Spa,Not satisfied,3/21/2024
11163,5,65,Body Scrub,Average service,2/16/2024
11164,8,439,Body Scrub,Excellent!,2/29/2024
11165,12,127,Massage,Staff was friendly,2/10/2024
11166,2,171,Body Scrub,Too expensive,2/21/2024
11167,12,485,Hair Spa,Staff was friendly,4/9/2024
11168,5,307,Facial,Will come again,4/29/2024
11169,6,266,Facial,Not satisfied,3/16/2024
11170,5,163,Wellness Package,Great experience,4/29/2024
11171,13,419,Massage,Average service,2/23/2024
11172,9,429,Wellness Package,Highly recommend,2/5/2024
11173,10,195,Facial,Too expensive,3/17/2024
11174,1,286,Massage,Too expensive,4/8/2024
11175,14,468,Body Scrub,Not satisfied,3/9/2024
11176,3,135,Body Scrub,Will come again,1/13/2024
11177,14,216,Hair Spa,Loved it!,4/19/2024
11178,2,178,Facial,Loved it!,3/12/2024
11179,12,214,Body Scrub,Not satisfied,4/28/2024
11180,13,326,Massage,Could be better,1/11/2024
11181,3,306,Body Scrub,Great experience,1/8/2024
11182,10,181,Wellness Package,Loved it!,1/31/2024
11183,9,107,Wellness Package,Highly recommend,3/2/2024
11184,13,306,Wellness Package,Average service,1/12/2024
11185,14,190,Wellness Package,Highly recommend,1/11/2024
11186,9,223,Wellness Package,Average service,1/17/2024
11187,10,224,Hair Spa,Average service,1/27/2024
11188,2,258,Wellness Package,Great experience,3/17/2024
11189,14,253,Hair Spa,Excellent!,4/9/2024
11190,3,56,Hair Spa,Great experience,1/13/2024
11191,14,100,Body Scrub,Could be better,4/14/2024
11192,4,308,Massage,Highly recommend,3/26/2024
11193,9,227,Wellness Package,Excellent!,4/19/2024
11194,3,459,Massage,Will come again,2/13/2024
11195,13,80,Facial,Not satisfied,2/27/2024
11196,7,405,Hair Spa,Too expensive,3/28/2024
11197,12,367,Facial,Excellent!,1/30/2024
11198,3,203,Hair Spa,Highly recommend,1/13/2024
11199,7,413,Wellness Package,Highly recommend,1/8/2024
11200,7,104,Facial,Highly recommend,3/9/2024
11201,9,205,Body Scrub,Highly recommend,4/16/2024
11202,2,93,Facial,Excellent!,4/29/2024
11203,13,130,Hair Spa,Average service,3/4/2024
11204,6,215,Hair Spa,Average service,2/21/2024
11205,9,79,Massage,Could be better,1/6/2024
11206,12,371,Facial,Staff was friendly,3/11/2024
11207,12,185,Body Scrub,Excellent!,2/23/2024
11208,2,63,Wellness Package,Will come again,1/22/2024
11209,2,406,Massage,Too expensive,3/3/2024
11210,13,155,Facial,Excellent!,4/29/2024
11211,14,408,Massage,Too expensive,4/3/2024
11212,5,367,Facial,Loved it!,3/19/2024
11213,10,124,Wellness Package,Will come again,2/6/2024
11214,10,496,Wellness Package,Will come again,2/25/2024
11215,12,128,Body Scrub,Loved it!,2/10/2024
11216,10,243,Massage,Average service,2/29/2024
11217,8,412,Body Scrub,Will come again,1/20/2024
11218,11,145,Facial,Loved it!,4/4/2024
11219,9,89,Wellness Package,Average service,4/24/2024
11220,2,305,Wellness Package,Excellent!,3/9/2024
11221,5,446,Hair Spa,Could be better,2/14/2024
11222,14,156,Hair Spa,Loved it!,2/27/2024
11223,7,66,Body Scrub,Too expensive,3/16/2024
11224,6,64,Massage,Too expensive,2/6/2024
11225,6,466,Facial,Excellent!,4/3/2024
11226,7,321,Body Scrub,Highly recommend,2/8/2024
11227,3,62,Wellness Package,Not satisfied,1/3/2024
11228,13,296,Wellness Package,Will come again,3/17/2024
11229,3,263,Wellness Package,Highly recommend,3/15/2024
11230,10,200,Facial,Will come again,3/14/2024
11231,9,341,Body Scrub,Great experience,4/3/2024
11232,14,92,Facial,Great experience,3/13/2024
11233,8,483,Wellness Package,Will come again,4/3/2024
11234,5,163,Hair Spa,Will come again,4/2/2024
11235,6,379,Body Scrub,Will come again,2/7/2024
11236,11,130,Hair Spa,Could be better,2/15/2024
11237,12,399,Body Scrub,Loved it!,4/15/2024
11238,10,190,Wellness Package,Loved it!,2/18/2024
11239,1,79,Hair Spa,Highly recommend,2/3/2024
11240,10,490,Hair Spa,Average service,1/26/2024
11241,12,79,Body Scrub,Too expensive,1/2/2024
11242,1,315,Hair Spa,Could be better,2/25/2024
11243,4,148,Hair Spa,Loved it!,4/9/2024
11244,2,499,Wellness Package,Great experience,1/7/2024
11245,11,143,Body Scrub,Will come again,4/25/2024
11246,7,260,Body Scrub,Excellent!,2/5/2024
11247,2,344,Massage,Highly recommend,2/9/2024
11248,10,86,Body Scrub,Too expensive,3/18/2024
11249,2,436,Wellness Package,Highly recommend,3/31/2024
11250,5,138,Hair Spa,Will come again,1/26/2024
11251,4,467,Massage,Loved it!,3/24/2024
11252,8,304,Hair Spa,Staff was friendly,4/8/2024
11253,4,263,Body Scrub,Highly recommend,3/15/2024
11254,14,471,Facial,Great experience,3/30/2024
11255,12,63,Hair Spa,Excellent!,4/8/2024
11256,6,241,Body Scrub,Great experience,3/9/2024
11257,5,344,Wellness Package,Average service,1/16/2024
11258,11,231,Body Scrub,Will come again,3/15/2024
11259,14,179,Massage,Loved it!,4/6/2024
11260,2,273,Facial,Average service,1/9/2024
11261,11,92,Facial,Too expensive,1/22/2024
11262,13,230,Facial,Excellent!,1/5/2024
11263,12,436,Wellness Package,Highly recommend,3/24/2024
11264,14,218,Facial,Great experience,4/29/2024
11265,8,313,Hair Spa,Loved it!,2/12/2024
11266,2,145,Wellness Package,Will come again,4/7/2024
11267,9,252,Body Scrub,Loved it!,1/30/2024
11268,9,496,Massage,Staff was friendly,3/14/2024
11269,3,370,Wellness Package,Average service,4/10/2024
11270,4,384,Massage,Loved it!,2/1/2024
11271,8,437,Wellness Package,Will come again,3/28/2024
11272,9,117,Body Scrub,Excellent!,1/17/2024
11273,3,141,Massage,Highly recommend,4/17/2024
11274,5,315,Wellness Package,Will come again,3/7/2024
11275,11,380,Massage,Staff was friendly,4/12/2024
11276,8,227,Facial,Excellent!,4/16/2024
11277,3,200,Facial,Highly recommend,4/16/2024
11278,7,366,Facial,Great experience,1/26/2024
11279,11,96,Hair Spa,Excellent!,1/12/2024
11280,8,52,Facial,Too expensive,2/6/2024
11281,10,152,Facial,Too expensive,2/11/2024
11282,11,322,Body Scrub,Loved it!,2/26/2024
11283,14,71,Massage,Highly recommend,1/12/2024
11284,3,165,Massage,Not satisfied,2/15/2024
11285,2,396,Facial,Highly recommend,4/6/2024
11286,10,449,Massage,Staff was friendly,1/27/2024
11287,13,153,Wellness Package,Loved it!,3/18/2024
11288,7,308,Facial,Great experience,1/7/2024
11289,12,357,Facial,Will come again,4/15/2024
11290,9,416,Hair Spa,Could be better,4/17/2024
11291,1,466,Wellness Package,Loved it!,2/7/2024
11292,3,347,Facial,Could be better,2/17/2024
11293,5,179,Facial,Could be better,2/11/2024
11294,3,344,Massage,Not satisfied,4/25/2024
11295,1,351,Facial,Excellent!,4/17/2024
11296,7,97,Facial,Great experience,1/27/2024
11297,7,76,Facial,Average service,1/10/2024
11298,10,64,Facial,Not satisfied,2/11/2024
11299,12,312,Hair Spa,Average service,4/27/2024
11300,8,414,Wellness Package,Great experience,2/27/2024
11301,5,490,Hair Spa,Highly recommend,4/16/2024
11302,10,347,Massage,Highly recommend,2/10/2024
11303,12,314,Body Scrub,Could be better,1/9/2024
11304,5,410,Facial,Great experience,4/17/2024
11305,5,183,Massage,Highly recommend,4/7/2024
11306,1,490,Body Scrub,Staff was friendly,2/15/2024
11307,10,125,Facial,Staff was friendly,4/14/2024
11308,5,79,Facial,Highly recommend,4/2/2024
11309,6,488,Body Scrub,Will come again,3/22/2024
11310,13,389,Hair Spa,Could be better,2/23/2024
11311,12,175,Body Scrub,Highly recommend,4/2/2024
11312,1,133,Body Scrub,Staff was friendly,4/28/2024
11313,11,103,Wellness Package,Loved it!,4/3/2024
11314,7,415,Facial,Highly recommend,2/28/2024
11315,1,332,Facial,Not satisfied,1/13/2024
11316,11,389,Hair Spa,Highly recommend,3/26/2024
11317,2,492,Hair Spa,Could be better,1/16/2024
11318,2,312,Wellness Package,Excellent!,2/14/2024
11319,5,473,Wellness Package,Great experience,2/1/2024
11320,14,409,Wellness Package,Highly recommend,2/9/2024
11321,10,271,Hair Spa,Highly recommend,3/30/2024
11322,13,377,Body Scrub,Too expensive,4/4/2024
11323,7,51,Facial,Excellent!,2/13/2024
11324,1,447,Facial,Average service,3/23/2024
11325,10,443,Massage,Could be better,4/15/2024
11326,1,355,Hair Spa,Will come again,4/27/2024
11327,1,195,Hair Spa,Too expensive,4/7/2024
11328,6,67,Wellness Package,Could be better,2/16/2024
11329,2,65,Massage,Highly recommend,4/22/2024
11330,1,357,Massage,Will come again,3/10/2024
11331,6,485,Hair Spa,Excellent!,2/29/2024
11332,14,208,Wellness Package,Will come again,2/4/2024
11333,2,389,Facial,Not satisfied,3/15/2024
11334,6,456,Wellness Package,Not satisfied,2/29/2024
11335,10,401,Facial,Too expensive,2/6/2024
11336,8,347,Hair Spa,Too expensive,1/22/2024
11337,2,258,Wellness Package,Too expensive,1/13/2024
11338,11,495,Massage,Great experience,1/16/2024
11339,9,254,Body Scrub,Highly recommend,3/30/2024
11340,8,162,Massage,Excellent!,3/26/2024
11341,12,227,Facial,Will come again,2/29/2024
11342,10,258,Hair Spa,Will come again,2/11/2024
11343,1,173,Wellness Package,Average service,1/13/2024
11344,7,64,Hair Spa,Staff was friendly,3/27/2024
11345,14,395,Hair Spa,Not satisfied,3/3/2024
11346,13,477,Facial,Could be better,2/1/2024
11347,10,347,Hair Spa,Excellent!,1/23/2024
11348,6,94,Wellness Package,Excellent!,2/12/2024
11349,14,143,Massage,Great experience,2/1/2024
11350,6,156,Hair Spa,Not satisfied,4/21/2024
11351,6,468,Wellness Package,Highly recommend,4/11/2024
11352,6,327,Wellness Package,Could be better,1/28/2024
11353,10,177,Facial,Not satisfied,2/2/2024
11354,7,87,Hair Spa,Could be better,4/13/2024
11355,12,146,Facial,Loved it!,1/26/2024
11356,3,247,Massage,Great experience,4/3/2024
11357,14,241,Massage,Loved it!,4/25/2024
11358,6,406,Wellness Package,Could be better,3/21/2024
11359,3,56,Hair Spa,Will come again,2/11/2024
11360,7,93,Wellness Package,Excellent!,1/29/2024
11361,7,381,Hair Spa,Could be better,1/2/2024
11362,8,56,Facial,Great experience,4/24/2024
11363,2,243,Massage,Excellent!,4/11/2024
11364,9,365,Massage,Could be better,2/3/2024
11365,13,50,Facial,Not satisfied,4/23/2024
11366,5,111,Body Scrub,Highly recommend,4/19/2024
11367,9,392,Body Scrub,Too expensive,2/7/2024
11368,10,138,Body Scrub,Not satisfied,1/12/2024
11369,5,67,Hair Spa,Highly recommend,2/21/2024
11370,7,157,Facial,Could be better,1/21/2024
11371,11,184,Hair Spa,Staff was friendly,3/31/2024
11372,9,420,Hair Spa,Loved it!,2/9/2024
11373,4,359,Facial,Too expensive,3/7/2024
11374,2,116,Hair Spa,Highly recommend,4/10/2024
11375,9,142,Facial,Average service,2/18/2024
11376,13,187,Body Scrub,Great experience,1/26/2024
11377,2,238,Body Scrub,Great experience,2/21/2024
11378,3,108,Hair Spa,Average service,3/2/2024
11379,10,236,Massage,Staff was friendly,3/9/2024
11380,2,284,Facial,Loved it!,4/19/2024
11381,3,118,Wellness Package,Great experience,3/1/2024
11382,6,496,Wellness Package,Average service,3/24/2024
11383,3,147,Hair Spa,Excellent!,2/15/2024
11384,10,57,Massage,Average service,4/14/2024
11385,8,360,Facial,Could be better,3/12/2024
11386,11,183,Body Scrub,Excellent!,4/16/2024
11387,6,434,Hair Spa,Will come again,4/1/2024
11388,7,105,Facial,Not satisfied,1/29/2024
11389,1,409,Facial,Will come again,2/19/2024
11390,3,163,Facial,Will come again,4/14/2024
11391,3,137,Massage,Average service,1/2/2024
11392,2,187,Facial,Staff was friendly,3/4/2024
11393,7,157,Massage,Staff was friendly,4/27/2024
11394,9,72,Massage,Excellent!,3/6/2024
11395,4,193,Facial,Average service,4/11/2024
11396,12,406,Body Scrub,Too expensive,4/11/2024
11397,5,193,Facial,Great experience,2/12/2024
11398,3,105,Body Scrub,Loved it!,3/27/2024
11399,11,157,Hair Spa,Excellent!,1/10/2024
11400,9,400,Wellness Package,Excellent!,4/18/2024
11401,14,55,Hair Spa,Excellent!,2/22/2024
11402,4,79,Massage,Could be better,4/1/2024
11403,5,496,Hair Spa,Not satisfied,3/23/2024
11404,1,434,Wellness Package,Loved it!,1/28/2024
11405,11,356,Wellness Package,Highly recommend,4/4/2024
11406,12,411,Body Scrub,Excellent!,1/2/2024
